U,theta_0,theta_diff,theta_1c,theta_1s,theta,phi,v_i1,v_i2,v_iprop,Prop_theta_0,Prop_isEnable,delta_e,delta_r,theta_1c_diff,theta_1s_diff,v_01,v_02,beta_01,beta_1c1,beta_1s1,beta_02,beta_1c2,beta_1s2,power_total_LowerRotor,power_total_UpperRotor,power_total_Prop,power_total,T_prop,T_rotor
50,0.236639046,0.001235021,0.001295444,-0.089668221,0.027136427,0.002129852,2.261521727,2.629054731,1.415586787,0.67165093,1,-0.175637564,0,0,0,3.528599137,2.934924405,0.01746846,0.02569111,-0.034769648,0.02043742,0.023089341,-0.034280846,250889.9333,280394.5074,11903.33973,573661.9118,463.6839126,56396.34859
55,0.239380683,0.001126475,0.00151507,-0.092793944,0.02147253,0.002069356,2.079178785,2.371523229,2.541623347,0.714635839,1,-0.112340207,0,0,0,3.055231445,2.554026046,0.017649176,0.024885489,-0.032512178,0.020249332,0.021991879,-0.032617632,250550.0968,274040.3135,11902.99819,595970.2522,931.7300693,56408.38197
60,0.243611537,0.000939555,0.001769964,-0.097275006,0.015400116,0.002097978,1.930862672,2.154696173,3.46049864,0.755368276,1,-0.082595863,0,0,0,2.656051898,2.240571298,0.017889033,0.024430136,-0.030703504,0.020060708,0.021359287,-0.031495178,252069.0453,270076.8875,11902.59428,628751.5158,1399.089953,56457.71577
65,0.249763026,0.00071158,0.002072833,-0.103535968,0.008915,0.002237052,1.808704894,1.972810285,4.211726374,0.794234009,1,-0.066371676,0,0,0,2.351799301,2.013602536,0.018190511,0.024382018,-0.029488291,0.019913669,0.021210352,-0.031053683,255144.2624,268380.4524,11902.23317,671828.7718,1857.162825,56593.26561
70,0.257223535,0.000517639,0.00247495,-0.110490924,0.002164743,0.002515577,1.70214141,1.820600715,4.946044767,0.833050317,1,-0.055555551,0,0,0,2.112206863,1.840086493,0.018484137,0.024172105,-0.028354257,0.019821817,0.020821727,-0.030807608,259172.142,268755.9869,11902.08198,725636.1982,2361.694145,56764.98057
75,0.265845579,0.000367919,0.002990007,-0.117757139,-0.005087114,0.002943918,1.607499352,1.692582153,5.677907736,0.871034975,1,-0.047443457,0,0,0,1.919533752,1.70193503,0.018758837,0.023569841,-0.027083256,0.019786485,0.01991399,-0.030544385,264018.4426,270926.445,11902.37357,790080.2277,2918.553481,56968.92799
80,0.276254921,0.000243188,0.003601343,-0.126526964,-0.012970354,0.003528812,1.525593847,1.585846617,6.334013316,0.905565941,1,-0.042035395,0,0,0,1.765004297,1.59036551,0.019060798,0.023171435,-0.026012491,0.019835032,0.019109999,-0.03057867,269868.5387,274787.3924,11903.48402,864949.8044,3484.140222,57290.28537
85,0.287227798,0.000143986,0.00441921,-0.134394297,-0.021411518,0.004337653,1.451320945,1.493291914,7.080883745,0.939935708,1,-0.036627332,0,0,0,1.636042206,1.495484907,0.019332115,0.021707908,-0.024251078,0.019902957,0.017021463,-0.03018616,276410.1501,279854.5468,11905.93748,958369.3543,4154.373531,57606.89923
90,0.301100197,1.99E-05,0.005258083,-0.145532371,-0.030800723,0.005259829,1.391157924,1.416978728,7.677005649,0.973551552,1,-0.033923301,0,0,0,1.534899033,1.418054033,0.019715173,0.021147569,-0.023154392,0.0200832,0.015877946,-0.030466435,284249.9475,286387.8062,11910.5588,1058278.849,4778.063511,58171.44418
95,0.316180234,-0.000124537,0.006280424,-0.156659674,-0.041021057,0.006398355,1.339294821,1.350431343,8.333895852,1.009231367,1,-0.03121927,0,0,0,1.451746706,1.350962678,0.020129885,0.019803568,-0.021557895,0.020290956,0.013835462,-0.030500043,292988.1476,293917.1027,11918.41101,1177370.264,5487.637532,58820.00992
100,0.332597423,-0.000310857,0.007494988,-0.167746079,-0.052359887,0.007755537,1.295990513,1.292068758,9.044213944,1.045654204,1,-0.028515238,0,0,0,1.384426895,1.292333836,0.020600325,0.017576481,-0.019417425,0.020523922,0.010838634,-0.03026658,302707.5005,302367.3253,11931.15179,1317869.085,6284.998811,59585.40813
