U,theta_0,theta_diff,theta_1c,theta_1s,theta,phi,v_i1,v_i2,v_iprop,Prop_theta_0,Prop_isEnable,delta_e,delta_r,theta_1c_diff,theta_1s_diff,v_01,v_02,beta_01,beta_1c1,beta_1s1,beta_02,beta_1c2,beta_1s2,power_total_LowerRotor,power_total_UpperRotor,power_total_Prop,power_total
74,0.279036724725047,-0.000345644162710394,0.000362470152254262,-0.0752346336901015,-0.0841224158843351,7.4441111461826e-05,1.61992404883745,1.66000811218628,1,0,0,0,0,0,0,1.94575308153406,1.67165713506202,0.0189230332267956,-0.0121625687231742,-0.0091240932681298,0.0193775792915943,-0.0122427052044833,-0.00891137070980448,262667.410870077,265833.701176124,11933.2602557883,540434.372301989
75,0.282049037542655,-0.000350204729650118,0.000330757569746941,-0.0768820393049134,-0.0877284473042628,5.47933334368229e-05,1.60387412997338,1.64026507223602,1,0,0,0,0,0,0,1.91367230328401,1.65039218013956,0.0190166785333717,-0.0126946550834021,-0.00884232095322262,0.0194334756210697,-0.0127292156197555,-0.00862435105890965,263857.776608202,266737.521859599,11936.8879210921,542532.186388892
76,0.285152034998258,-0.000352974644821169,0.000299541237285597,-0.0785678978334058,-0.0913933637243088,3.50045976925979e-05,1.58830597638867,1.62134104839297,1,0,0,0,0,0,0,1.88299924311755,1.63015000157534,0.0191118453268789,-0.0132482716561126,-0.00855594510578126,0.0194938635661989,-0.0132400362184298,-0.00833136941821218,265087.041584868,267706.111947944,11940.8436125597,544733.997145372
77,0.288346933040089,-0.000354117956303301,0.0002687251349265,-0.0802926579313582,-0.0951188859214258,1.50118402447835e-05,1.5732141085624,1.60320406953248,1,0,0,0,0,0,0,1.85366946972261,1.61087089229229,0.0192086948702706,-0.0138240950020986,-0.00826453044104996,0.0195587341259968,-0.0137756399427661,-0.00803190959054664,266355.632918678,268737.893193305,11945.1509621604,547038.677074144
78,0.291635062782475,-0.00035378914353265,0.000238206044835852,-0.0820567990332625,-0.098906854213446,-5.2532205117545e-06,1.55859339144884,1.58582420670865,1,0,0,0,0,0,0,1.82562312359333,1.59250101077804,0.0193073904077925,-0.0144228191464914,-0.00796766085969363,0.0196280849099283,-0.0143365100310466,-0.00772546954654885,267663.977074137,269831.415261948,11949.835144929,549445.227481014
79,0.295017874503133,-0.000352132253677006,0.000207874335198678,-0.0838608317181647,-0.10275923731967,-2.58640502195124e-05,1.54443897362719,1.56917352773523,1,0,0,0,0,0,0,1.79880453569228,1.5749918031655,0.019408096633966,-0.0150451548790699,-0.00766493733483401,0.0197019211792342,-0.0149231425376942,-0.0074115589571996,269012.49729705,270985.354704757,11954.92299645,551952.774998257
80,0.298496942530474,-0.000349280374578323,0.000177614561120379,-0.0857052984469308,-0.106678141607224,-4.68992780290923e-05,1.53074624742842,1.55322604160966,1,0,0,0,0,0,0,1.77316189035119,1.55829949007619,0.0195109793897521,-0.0156918294391408,-0.00735597597398767,0.019780256720529,-0.0155360486325988,-0.00708969687182356,270401.612599834,272198.51309594,11960.4431417414,554560.568837516
81,0.302073971019409,-0.000345355378783823,0.000147305898634897,-0.0875907746679697,-0.110665820772553,-6.84426903281556e-05,1.51751082588221,1.53795763642351,1,0,0,0,0,0,0,1.74864692736608,1.54238461118296,0.0196162055527488,-0.016363586550676,-0.00704040623458971,0.0198631145870055,-0.0161757567187208,-0.00675940951733013,271831.738002011,273469.814643562,11966.4261367241,557267.978782297
82,0.305750800618808,-0.000340467881974013,0.000116822425941817,-0.0895178702896978,-0.114724686004102,-9.05832403539619e-05,1.50472853307016,1.5233460137224,1,0,0,0,0,0,0,1.7252146787926,1.52721162133038,0.0197239430929353,-0.0170611867758484,-0.00671786927405742,0.0199505277382216,-0.0168428144040576,-0.00642022819650731,273303.285783573,274798.303519563,11972.9046235837,560074.49392672
83,0.309529416037599,-0.000334717367229512,8.60332640698424e-05,-0.0914872315189144,-0.118857316668679,-0.00011341507550915,1.4923954051059,1.50937062170415,1,0,0,0,0,0,0,1.70282323646389,1.51274853280001,0.0198343612697029,-0.0177854081577047,-0.00638801641748555,0.0200425396054752,-0.0175377903606836,-0.00607168726503348,274816.66755458,276183.141110509,11979.9135014618,562979.72216655
84,0.313411954519206,-0.000328192433985767,5.48025873076362e-05,-0.093499543064647,-0.123066471559742,-0.000137037584236246,1.48050769950166,1.49601258916265,1,0,0,0,0,0,0,1.68143354673312,1.49896659894963,0.0199476309497185,-0.0185370471252654,-0.00605050772808014,0.0201392046062027,-0.0182612760999404,-0.00571332216857469,276372.296983856,277623.603352245,11987.49011405,565983.390450151
85,0.317400715235443,-0.000320971137155845,2.29895119572297e-05,-0.0955555307067921,-0.127355100740557,-0.000161555464230986,1.46906191113526,1.48325466168477,1,0,0,0,0,0,0,1.66100922938125,1.48584003501183,0.0200639250285264,-0.0193169196366817,-0.00570501066735218,0.0202405886276347,-0.0190138876890115,-0.00534466752292893,277970.593063651,279119.078280692,11995.6744558134,569085.345800156
86,0.321498169610713,-0.000313121387756739,-9.55212974445632e-06,-0.0976559642278199,-0.131726358008319,-0.000187078813617343,1.45805479341235,1.47108114127728,1,0,0,0,0,0,0,1.64151641802793,1.47334577232237,0.0201834189417385,-0.0201258625380868,-0.00535119883392366,0.0203467694970959,-0.0197962674301394,-0.00496525522168427,279611.983816181,280669.063906209,12004.5093987233,572285.557121113
87,0.325706972584923,-0.000304701391487497,-4.29741253207181e-05,-0.0998016607037095,-0.136183613996241,-0.000213723246489163,1.44748338353557,1.45947783033038,1,0,0,0,0,0,0,1.62292361973928,1.46146324267486,0.0203062912541868,-0.0209647351173139,-0.00498875077157069,0.020457837453796,-0.0206090855195779,-0.00457461255732754,281296.910372751,282273.166499235,12014.0409415441,575584.117813529
88,0.330029974818354,-0.000295760106122409,-7.74343236956479e-05,-0.101993488146831,-0.140730469918647,-0.000241610033946608,1.43734503105329,1.44843198060348,1,0,0,0,0,0,0,1.60520159184258,1.45017418987374,0.0204327243175325,-0.0218344208326061,-0.00461734883887419,0.0205738956346766,-0.0214530416990197,-0.00417226034320394,283025.831377077,283931.099359668,12024.3184838842,578981.249220629
89,0.334470235833092,-0.000286337702355451,-0.000113097180559748,-0.104232369488346,-0.145370771948238,-0.000270866271419651,1.42763742907402,1.43793224774024,1,0,0,0,0,0,0,1.58832323423594,1.43946250588867,0.0205629049885527,-0.0227358291966737,-0.00423667813459922,0.0206950605848124,-0.0223288669075888,-0.0037577110252571,284799.22768213,285642.682130648,12035.3951273844,582477.304940162
90,0.339031038072463,-0.000276466015937222,-0.000150134406589259,-0.106519286880393,-0.150108626193798,-0.000301625072662972,1.4183586477036,1.42796865167368,1,0,0,0,0,0,0,1.57226349572302,1.42931408930502,0.020697025401654,-0.0236698977958504,-0.0038464254747227,0.0208214628009301,-0.0232373249374356,-0.00333046677412433,286617.607324581,287407.840708642,12047.3280065715,586072.776039795
91,0.343715901841172,-0.000266168981638324,-0.00018872571887649,-0.108855286288284,-0.154948414219316,-0.000334025790303273,1.409507169397,1.41853254316278,1,0,0,0,0,0,0,1.55699929311036,1.41971672402068,0.0208352837900952,-0.0246375944224655,-0.00344627841891858,0.0209532473147572,-0.0241792140903775,-0.00289001755001892,288481.510773151,289226.607795289,12060.1786520376,589768.297220478
92,0.348528601062845,-0.000255463041832386,-0.00022905969702139,-0.111241482329522,-0.159894809009993,-0.000368214262196717,1.40108192601806,1.40961657660083,1,0,0,0,0,0,0,1.54250944197991,1.41065997636025,0.020977885350915,-0.0256399192957317,-0.00303592434635393,0.0210905743210476,-0.0251553688266733,-0.00243583913499156,290391.516457166,291099.124131694,12074.0133887064,593564.653977567
93,0.353473179756666,-0.000244357524377097,-0.000271334746255155,-0.113679063298692,-0.164952791244777,-0.000404343082066872,1.3930823374723,1.40121468914715,1,0,0,0,0,0,0,1.52877459819145,1.40213510896536,0.0211250431486263,-0.0266779073422037,-0.00261504958289752,0.0212336198531632,-0.0261666613897083,-0.00196739112975283,292348.246589427,293025.640452409,12088.9037719895,597462.790813825
94,0.358553969088343,-0.000232854986046715,-0.000315760170673532,-0.116169296294316,-0.170127665676285,-0.000442571891895622,1.3855083518206,1.39332208614985,1,0,0,0,0,0,0,1.51577720928057,1.39413500997347,0.0212769790523108,-0.0277526305009119,-0.00218333858438493,0.0213825765069177,-0.0272140033817834,-0.00148411491541594,294352.373303322,295006.520193402,12104.927064603,601463.820561327
95,0.363775604789937,-0.000220951519101315,-0.00036255736009135,-0.11871353233409,-0.17542507734406,-0.000483067692270541,1.37836048679636,1.38593523274197,1,0,0,0,0,0,0,1.50350147499536,1.38665413611578,0.0214339246997603,-0.0288652000103175,-0.00174047318348881,0.0215376542108808,-0.0282983472560512,-0.00098543158445675,296404.62512783,297042.242985478,12122.1667566573,605569.034869966
96,0.369143044664655,-0.000208637019718462,-0.000411961094101288,-0.121313211307302,-0.180851027252222,-0.000526005165272412,1.37163987263324,1.37905185139786,1,0,0,0,0,0,0,1.49193331625712,1.37968846844484,0.0215961224806667,-0.0300167686238481,-0.00128613191111484,0.0216990810383437,-0.0294206876775121,-0.000470739850131492,298505.793825466,299133.408961041,12140.713131315,609779.915917822
97,0.374661585792342,-0.000195895418028121,-0.000464220966522428,-0.12396986656568,-0.186411887023238,-0.000571567002433106,1.3653482960631,1.37267092512346,1,0,0,0,0,0,0,1.48106035183449,1.37323547943975,0.0217638265284567,-0.0312085326875266,-0.000819989407188885,0.0218671040525029,-0.0305820626914571,6.05860501992728e-05,300656.741617034,301280.74389705,12160.6638777631,614098.149391847
98,0.380336880924286,-0.000182704870429036,-0.000519602932401508,-0.126685128894521,-0.192114411890447,-0.000619944227690885,1.35948824525917,1.36679270581326,1,0,0,0,0,0,0,1.47087188197983,1.3672941102253,0.021937303707045,-0.0324417339965616,-0.000341715940323856,0.0220419901719066,-0.0317835546203424,0.00060919843458506,302858.40881268,303485.105209519,12182.1247523923,618525.638774591
99,0.386174953396376,-0.000169037915797801,-0.000578390977890378,-0.129460729532409,-0.197965751207206,-0.000671336501998335,1.35406295537171,1.3614187271268,1,0,0,0,0,0,0,1.46135887818533,1.36186475657289,0.0221168345743737,-0.0337176613271497,0.00014902293870641,0.0222240270376018,-0.0330262905892426,0.00117577820578523,305111.821860425,305747.488803719,12205.2102878027,623064.520951947
100,0.392182209691331,-0.000154861598175362,-0.000640888910412247,-0.132298501817688,-0.203973455423539,-0.000725952392151923,1.34907645412464,1.35655182100675,1,0,0,0,0,0,0,1.45251397806459,1.35694926221555,0.0223027142989018,-0.0350376515145287,0.000652566578403684,0.0224135238564449,-0.0343114425552771,0.00176103678508391,307418.101810152,308069.036767944,12230.0445474433,627717.183125539
