iter	RMSE
1666	13910.58983
1667	13900.24945
1668	13893.29224
1669	13884.23451
1670	13876.36691
1671	13868.30517
1672	13855.52825
1673	13848.24269
1674	13840.31644
1675	13832.45554
1676	13827.05487
1677	13819.79141
1678	13814.77512
1679	13807.59707
1680	13800.61993
1681	13794.95249
1682	13787.02868
1683	13780.17167
1684	13773.00349
1685	13762.39891
1686	13754.75294
1687	13747.86431
1688	13740.41271
1689	13734.89758
1690	13724.3172
1691	13720.44853
1692	13714.47737
1693	13708.60065
1694	13698.15577
1695	13689.06753
1696	13680.57223
1697	13675.63879
1698	13670.50428
1699	13657.74678
1700	13648.99284
1701	13638.74726
1702	13634.63787
1703	13618.5298
1704	13611.63633
1705	13606.23155
1706	13600.05718
1707	13593.33231
1708	13583.52854
1709	13577.19157
1710	13572.47476
1711	13566.76978
1712	13564.84086
1713	13557.46658
1714	13550.50429
1715	13544.88573
1716	13540.61107
1717	13532.12943
1718	13527.30452
1719	13522.98345
1720	13515.97419
1721	13507.6797
1722	13504.28173
1723	13497.78224
1724	13493.19679
1725	13486.95126
1726	13479.92973
1727	13472.12957
1728	13466.26814
1729	13461.96099
1730	13457.17352
1731	13451.45139
1732	13442.00483
1733	13437.32338
1734	13431.08394
1735	13425.70066
1736	13420.72168
1737	13413.85977
1738	13409.58175
1739	13401.04901
1740	13398.45283
1741	13393.39469
1742	13387.02276
1743	13379.45828
1744	13374.49743
1745	13368.77419
1746	13363.5157
1747	13359.32244
1748	13351.72347
1749	13341.31935
1750	13333.17621
1751	13319.541
1752	13312.61797
1753	13304.34501
1754	13296.40025
1755	13288.93667
1756	13282.34976
1757	13278.06287
1758	13271.49694
1759	13267.49882
1760	13261.17314
1761	13248.22085
1762	13242.91147
1763	13239.75334
1764	13233.76243
1765	13226.28712
1766	13223.27649
1767	13214.01642
1768	13209.233
1769	13201.97302
1770	13198.09606
1771	13191.95689
1772	13186.65552
1773	13179.11445
1774	13170.4431
1775	13166.595
1776	13161.31495
1777	13157.55446
1778	13154.59331
1779	13149.23993
1780	13142.03897
1781	13138.03952
1782	13132.4321
1783	13122.88789
1784	13117.16865
1785	13106.71729
1786	13099.72089
1787	13091.95866
1788	13086.02258
1789	13078.12711
1790	13069.18358
1791	13059.56481
1792	13052.22589
1793	13043.38483
1794	13038.57062
1795	13032.20719
1796	13026.17388
1797	13020.34261
1798	13014.69714
1799	13006.22123
1800	13000.18991
1801	12993.38351
1802	12987.88024
1803	12984.27983
1804	12978.40432
1805	12971.46177
1806	12963.08362
1807	12957.59105
1808	12951.48259
1809	12946.60853
1810	12942.62937
1811	12937.79242
1812	12929.17262
1813	12924.53258
1814	12920.46695
1815	12913.10101
1816	12907.7995
1817	12899.65338
1818	12894.15444
1819	12888.20484
1820	12883.57628
1821	12879.22972
1822	12876.60911
1823	12869.66869
1824	12864.97049
1825	12859.52594
1826	12849.87331
1827	12843.67398
1828	12835.83098
1829	12831.75989
1830	12826.77218
1831	12821.40343
1832	12815.81198
1833	12807.13787
1834	12803.95062
1835	12797.84066
1836	12789.0671
1837	12782.31531
1838	12774.99478
1839	12768.64547
1840	12761.5896
1841	12751.33849
1842	12741.46964
1843	12736.09861
1844	12731.55556
1845	12718.08157
1846	12713.9149
1847	12707.23096
1848	12700.45451
1849	12696.06431
1850	12691.02891
1851	12689.23324
1852	12683.71736
1853	12677.96362
1854	12669.87274
1855	12661.44467
1856	12656.18951
1857	12653.2553
1858	12648.40364
1859	12643.64153
1860	12636.29389
1861	12632.45647
1862	12626.15331
1863	12620.05824
1864	12617.05172
1865	12611.94244
1866	12606.27256
1867	12602.66444
1868	12596.47181
1869	12593.35041
1870	12590.9988
1871	12581.70405
1872	12577.74925
1873	12570.87157
1874	12566.22939
1875	12563.50671
1876	12559.8506
1877	12555.68474
1878	12545.69269
1879	12538.96188
1880	12532.5528
1881	12520.52716
1882	12515.46342
1883	12507.97153
1884	12503.80444
1885	12497.4734
1886	12486.19443
1887	12478.14993
1888	12471.40568
1889	12466.95264
1890	12458.66208
1891	12453.35382
1892	12449.10649
1893	12445.23325
1894	12442.05864
1895	12433.12826
1896	12426.58659
1897	12422.52036
1898	12412.60751
1899	12408.75462
1900	12400.77948
1901	12397.86326
1902	12387.39734
1903	12383.54575
1904	12375.97706
1905	12373.63553
1906	12362.28772
1907	12359.26219
1908	12353.59671
1909	12342.48953
1910	12335.2317
1911	12328.07536
1912	12325.2918
1913	12319.168
1914	12313.08285
1915	12306.43489
1916	12300.34711
1917	12293.70227
1918	12289.48844
1919	12281.62131
1920	12271.58042
1921	12260.38913
1922	12253.01182
1923	12248.65875
1924	12237.92821
1925	12233.01528
1926	12228.703
1927	12224.40979
1928	12221.93648
1929	12216.46411
1930	12211.43918
1931	12205.52907
1932	12203.11857
1933	12196.01932
1934	12191.34146
1935	12187.1771
1936	12182.68642
1937	12176.67254
1938	12170.07826
1939	12167.03169
1940	12161.11907
1941	12157.20971
1942	12148.17178
1943	12142.56579
1944	12137.35036
1945	12128.76715
1946	12124.35718
1947	12117.64959
1948	12110.42203
1949	12101.39148
1950	12096.26265
1951	12086.21984
1952	12080.54876
1953	12074.641
1954	12067.30845
1955	12059.56832
1956	12053.82664
1957	12049.83849
1958	12041.54792
1959	12034.80613
1960	12028.29869
1961	12024.21033
1962	12020.92523
1963	12015.54764
1964	12009.16003
1965	12003.90492
1966	11999.92425
1967	11994.96237
1968	11989.75793
1969	11980.3015
1970	11975.25145
1971	11970.09595
1972	11959.87137
1973	11948.75085
1974	11942.28943
1975	11939.04372
1976	11934.76281
1977	11926.69217
1978	11918.18895
1979	11914.25378
1980	11902.77275
1981	11899.14068
1982	11891.11416
1983	11884.12091
1984	11879.56265
1985	11876.84796
1986	11871.19825
1987	11866.71773
1988	11859.85121
1989	11852.87056
1990	11848.29493
1991	11844.27798
1992	11836.86073
1993	11829.8235
1994	11821.16326
1995	11811.24113
1996	11807.47769
1997	11804.8122
1998	11798.74596
1999	11792.77611
